"sampleID","cruise_number","month","year","station_code","net_type","sample_date","sample_time","dec_lat","dec_long","station_depth_m","transect_name","station_number","station","n_cr_s","day_night","X","Y","total_sum_of_final_carbon_mg_m3"
"CM20_1999-06-21",4,"June",1999,"062199CM20","Meter",1999-06-21,1899-12-31 17:38:00,45.48,-124.44,263.3472,"Cape Meares",20,"CM20","S","D",387.457764174212,5037.28303893129,0.00281618599260691
"CM20_2001-06-29",10,"June",2001,"062901CM20","Bongo",2001-06-29,1899-12-31 16:24:00,45.48,-124.44,251,"Cape Meares",20,"CM20","S","D",387.457764174212,5037.28303893129,0.0590460092243527
"CM20_2003-06-30",16,"June",2003,"063003CM20","Bongo",2003-06-30,1899-12-31 17:58:00,45.48,-124.44,245,"Cape Meares",20,"CM20","S","D",387.457764174212,5037.28303893129,0.00947707947925978
"CM20_2004-06-27",20,"June",2004,"062704CM20","Bongo",2004-06-27,1899-12-31 17:41:00,45.48,-124.44,240,"Cape Meares",20,"CM20","S","D",387.457764174212,5037.28303893129,0.00643369539254811
"CM20_2006-06-26",27,"June",2006,"062606CM20","Bongo",2006-06-26,1899-12-31 18:22:00,45.48,-124.44,250.5,"Cape Meares",20,"CM20","S","D",387.457764174212,5037.28303893129,0
"CM25_2000-06-19",7,"June",2000,"061900CM25D","Meter",2000-06-19,1899-12-31 19:48:00,45.48,-124.56,475,"Cape Meares",25,"CM25","S","D",378.079278696567,5037.45814219612,0.0102154617357283
"CM25_2003-06-30",16,"June",2003,"063003CM25","Bongo",2003-06-30,1899-12-31 20:09:00,45.48,-124.56,472,"Cape Meares",25,"CM25","S","D",378.079278696567,5037.45814219612,0.070506910330415
"CR04_1999-06-19",4,"June",1999,"061999CR04","Meter",1999-06-19,1899-12-31 08:09:00,46.17,-124.07,27.432,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0
"CR04_2000-06-20",7,"June",2000,"062000CR04D","Meter",2000-06-20,1899-12-31 09:20:00,46.17,-124.07,31,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0
"CR04_2001-06-28",10,"June",2001,"062801CR04","Bongo",2001-06-28,1899-12-31 06:18:00,46.17,-124.07,29,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0
"CR04_2002-06-23",13,"June",2002,"062302CR04","Bongo",2002-06-23,1899-12-31 19:04:00,46.17,-124.07,25,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.203179342085162
"CR04_2003-06-28",16,"June",2003,"062803CR04","Bongo",2003-06-28,1899-12-31 07:53:00,46.17,-124.07,24,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0963530396940107
"CR04_2004-06-26",20,"June",2004,"062604CR04","Bongo",2004-06-26,1899-12-31 07:08:00,46.17,-124.07,27,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0
"CR04_2005-06-19",23,"June",2005,"061905CR04","Bongo",2005-06-19,1899-12-31 09:13:00,46.17,-124.07,58,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.00335753479790334
"CR04_2006-06-24",27,"June",2006,"062406CR04","Bongo",2006-06-24,1899-12-31 07:52:00,46.17,-124.07,24.7,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.222384389906848
"CR04_2007-06-26",30,"June",2007,"062607CR04","Bongo",2007-06-26,1899-12-31 07:49:00,46.17,-124.07,25.3,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0
"CR04_2008-06-27",33,"June",2008,"062708CR04","Bongo",2008-06-27,1899-12-31 07:46:00,46.17,-124.07,25.1,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.267670405529267
"CR04_2009-06-28",36,"June",2009,"062809CR04","Bongo",2009-06-28,1899-12-31 07:26:00,46.17,-124.07,24,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0
"CR04_2010-06-26",39,"June",2010,"062610CR04","Bongo",2010-06-26,1899-12-31 07:34:00,46.17,-124.07,27,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0631294815095747
"CR04_2011-06-25",42,"June",2011,"062511CR04","Bongo",2011-06-25,1899-12-31 07:22:00,46.17,-124.07,34,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0
"CR04_2012-06-26",46,"June",2012,"062612CR04","Bongo",2012-06-26,1899-12-31 07:18:00,46.17,-124.07,29,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0
"CR04_2013-06-25",48,"June",2013,"062513CR04","Bongo",2013-06-25,1899-12-31 06:45:00,46.17,-124.07,31,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.16116732878778
"CR04_2014-06-25",49,"June",2014,"062514CR04","Bongo",2014-06-25,1899-12-31 06:38:00,46.17,-124.07,30,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0702779665842878
"CR04_2015-06-26",52,"June",2015,"062615CR04","Bongo",2015-06-26,1899-12-31 07:33:00,46.17,-124.07,25,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0271531523500994
"CR04_2016-06-27",55,"June",2016,"062716CR04","Bongo",2016-06-27,1899-12-31 07:35:00,46.17,-124.07,25,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.3984543740657
"CR04_2017-06-26",57,"June",2017,"062617CR04","Bongo",2017-06-26,1899-12-31 07:28:00,46.17,-124.07,23,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0377267261117618
"CR04_2018-06-25",60,"June",2018,"062518CR04","Bongo",2018-06-25,1899-12-31 07:25:00,46.17,-124.07,24,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0147444457875771
"CR04_2019-06-25",62,"June",2019,"062519CR04","Bongo",2019-06-25,1899-12-31 07:33:00,46.17,-124.07,27,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0
"CR04_2020-06-25",63,"June",2020,"062520CR04","Bongo",2020-06-25,1899-12-31 06:41:00,46.17,-124.07,25,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.17044288861881
"CR04_2021-06-25",65,"June",2021,"062521CR04","Bongo",2021-06-25,1899-12-31 06:39:00,46.17,-124.07,24,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0.0246403288383841
"CR04_2022-06-25",67,"June",2022,"062522CR04","Bongo",2022-06-25,1899-12-31 07:19:00,46.17,-124.07,25,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,0
"CR04_2023-06-26",69,"June",2023,"062623CR04","Bongo",2023-06-26,1899-12-31 07:30:00,46.17,-124.07,26,"Columbia River",4,"CR04","CR","D",417.401717748789,5113.49235890947,1.00861141109226
"CR07_1999-06-19",4,"June",1999,"061999CR07","Meter",1999-06-19,1899-12-31 06:41:00,46.17,-124.15,47.5488,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0
"CR07_2000-06-20",7,"June",2000,"062000CR07D","Meter",2000-06-20,1899-12-31 11:44:00,46.17,-124.15,53,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0
"CR07_2001-06-28",10,"June",2001,"062801CR07","Bongo",2001-06-28,1899-12-31 08:07:00,46.17,-124.15,57,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.00677024651334688
"CR07_2002-06-24",13,"June",2002,"062402CR07","Bongo",2002-06-24,1899-12-31 06:08:00,46.17,-124.15,51,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.126225578825678
"CR07_2003-06-28",16,"June",2003,"062803CR07","Bongo",2003-06-28,1899-12-31 09:31:00,46.17,-124.15,53,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0132529498737966
"CR07_2004-06-26",20,"June",2004,"062604CR07","Bongo",2004-06-26,1899-12-31 08:50:00,46.17,-124.15,52,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0276543678293698
"CR07_2005-06-19",23,"June",2005,"061905CR07","Bongo",2005-06-19,1899-12-31 09:41:00,46.17,-124.15,52,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0
"CR07_2006-06-24",27,"June",2006,"062406CR07","Bongo",2006-06-24,1899-12-31 09:28:00,46.17,-124.15,55,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0108708837200097
"CR07_2007-06-26",30,"June",2007,"062607CR07","Bongo",2007-06-26,1899-12-31 09:38:00,46.17,-124.15,63.2,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0105164817137316
"CR07_2008-06-27",33,"June",2008,"062708CR07","Bongo",2008-06-27,1899-12-31 09:38:00,46.17,-124.15,55,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.169877882098654
"CR07_2009-06-28",36,"June",2009,"062809CR07","Bongo",2009-06-28,1899-12-31 08:54:00,46.17,-124.15,47,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0
"CR07_2010-06-26",39,"June",2010,"062610CR07","Bongo",2010-06-26,1899-12-31 10:56:00,46.17,-124.15,56,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0574633828735064
"CR07_2011-06-25",42,"June",2011,"062511CR07","Bongo",2011-06-25,1899-12-31 09:02:00,46.17,-124.15,61,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0
"CR07_2012-06-26",46,"June",2012,"062612CR07","Bongo",2012-06-26,1899-12-31 09:31:00,46.17,-124.15,59,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0
"CR07_2013-06-25",48,"June",2013,"062513CR07","Bongo",2013-06-25,1899-12-31 08:43:00,46.17,-124.15,63,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.183973389572204
"CR07_2014-06-25",49,"June",2014,"062514CR07","Bongo",2014-06-25,1899-12-31 08:28:00,46.17,-124.15,49,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.297067841404638
"CR07_2015-06-26",52,"June",2015,"062615CR07","Bongo",2015-06-26,1899-12-31 09:35:00,46.17,-124.15,52,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.11547880651283
"CR07_2016-06-27",55,"June",2016,"062716CR07","Bongo",2016-06-27,1899-12-31 09:27:00,46.17,-124.15,53,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.804765120454853
"CR07_2017-06-26",57,"June",2017,"062617CR07","Bongo",2017-06-26,1899-12-31 09:21:00,46.17,-124.15,54,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0
"CR07_2018-06-25",60,"June",2018,"062518CR07","Bongo",2018-06-25,1899-12-31 09:21:00,46.17,-124.15,56,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.134605961292991
"CR07_2019-06-25",62,"June",2019,"062519CR07","Bongo",2019-06-25,1899-12-31 09:36:00,46.17,-124.15,52,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0898134725211089
"CR07_2020-06-25",63,"June",2020,"062520CR07","Bongo",2020-06-25,1899-12-31 08:51:00,46.17,-124.15,51,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0302552485519103
"CR07_2021-06-25",65,"June",2021,"062521CR07","Bongo",2021-06-25,1899-12-31 08:14:00,46.17,-124.15,50,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0239138812299353
"CR07_2022-06-25",67,"June",2022,"062522CR07","Bongo",2022-06-25,1899-12-31 09:04:00,46.17,-124.15,56,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0.0795047356476922
"CR07_2023-06-26",69,"June",2023,"062623CR07","Bongo",2023-06-26,1899-12-31 09:20:00,46.17,-124.15,53,"Columbia River",7,"CR07","CR","D",411.22617677849,5113.57867758749,0
"CR10_2001-06-28",10,"June",2001,"062801CR10","Bongo",2001-06-28,1899-12-31 10:12:00,46.17,-124.21,77,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2002-06-24",13,"June",2002,"062402CR10","Bongo",2002-06-24,1899-12-31 07:51:00,46.17,-124.21,73,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0224989181377645
"CR10_2003-06-28",16,"June",2003,"062803CR10","Bongo",2003-06-28,1899-12-31 11:17:00,46.17,-124.21,73,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2004-06-26",20,"June",2004,"062604CR10","Bongo",2004-06-26,1899-12-31 10:31:00,46.17,-124.21,76,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2005-06-19",23,"June",2005,"061905CR10","Bongo",2005-06-19,1899-12-31 11:37:00,46.17,-124.21,77,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2006-06-24",27,"June",2006,"062406CR10","Bongo",2006-06-24,1899-12-31 11:14:00,46.17,-124.21,75.7,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.08163316457497
"CR10_2007-06-26",30,"June",2007,"062607CR10","Bongo",2007-06-26,1899-12-31 11:54:00,46.17,-124.21,65.4,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2008-06-27",33,"June",2008,"062708CR10","Bongo",2008-06-27,1899-12-31 11:23:00,46.17,-124.21,77,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0816698345932974
"CR10_2009-06-28",36,"June",2009,"062809CR10","Bongo",2009-06-28,1899-12-31 10:15:00,46.17,-124.21,68,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2010-06-26",39,"June",2010,"062610CR10","Bongo",2010-06-26,1899-12-31 10:56:00,46.17,-124.21,77,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2011-06-25",42,"June",2011,"062511CR10","Bongo",2011-06-25,1899-12-31 10:49:00,46.17,-124.21,70,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2012-06-26",46,"June",2012,"062612CR10","Bongo",2012-06-26,1899-12-31 12:04:00,46.17,-124.21,70,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,1.56724006878619
"CR10_2013-06-25",48,"June",2013,"062513CR10","Bongo",2013-06-25,1899-12-31 10:52:00,46.17,-124.21,80,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2014-06-25",49,"June",2014,"062514CR10","Bongo",2014-06-25,1899-12-31 10:10:00,46.17,-124.21,81,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0102019300064995
"CR10_2015-06-26",52,"June",2015,"062615CR10","Bongo",2015-06-26,1899-12-31 11:54:00,46.17,-124.21,73,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.00915216682640551
"CR10_2016-06-27",55,"June",2016,"062716CR10","Bongo",2016-06-27,1899-12-31 11:29:00,46.17,-124.21,68,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.275140732426667
"CR10_2017-06-26",57,"June",2017,"062617CR10","Bongo",2017-06-26,1899-12-31 11:00:00,46.17,-124.21,82,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0146268501101567
"CR10_2018-06-25",60,"June",2018,"062518CR10","Bongo",2018-06-25,1899-12-31 11:14:00,46.17,-124.21,71,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0203717774575957
"CR10_2019-06-25",62,"June",2019,"062519CR10","Bongo",2019-06-25,1899-12-31 11:29:00,46.17,-124.21,74,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2020-06-25",63,"June",2020,"062520CR10","Bongo",2020-06-25,1899-12-31 11:30:00,46.17,-124.21,69,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.0215896193687244
"CR10_2021-06-25",65,"June",2021,"062521CR10","Bongo",2021-06-25,1899-12-31 10:05:00,46.17,-124.21,74,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.152983775001835
"CR10_2022-06-25",67,"June",2022,"062522CR10","Bongo",2022-06-25,1899-12-31 10:55:00,46.17,-124.21,75,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0
"CR10_2023-06-26",69,"June",2023,"062623CR10","Bongo",2023-06-26,1899-12-31 11:19:00,46.17,-124.21,74,"Columbia River",10,"CR10","CR","D",406.594525509463,5113.64750029084,0.14211426495086
"CR15_1999-06-19",4,"June",1999,"061999CR15","Meter",1999-06-19,1899-12-31 10:38:00,46.17,-124.33,113.3856,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2000-06-20",7,"June",2000,"062000CR15D","Meter",2000-06-20,1899-12-31 16:16:00,46.17,-124.33,109,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2001-06-28",10,"June",2001,"062801CR15","Bongo",2001-06-28,1899-12-31 12:24:00,46.17,-124.33,113,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2002-06-24",13,"June",2002,"062402CR15","Bongo",2002-06-24,1899-12-31 09:43:00,46.17,-124.33,109,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0429112485634105
"CR15_2003-06-28",16,"June",2003,"062803CR15","Bongo",2003-06-28,1899-12-31 13:49:00,46.17,-124.33,112,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2004-06-26",20,"June",2004,"062604CR15","Bongo",2004-06-26,1899-12-31 12:26:00,46.17,-124.33,109,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0438534659507562
"CR15_2005-06-19",23,"June",2005,"061905CR15","Bongo",2005-06-19,1899-12-31 13:50:00,46.17,-124.33,110,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2006-06-24",27,"June",2006,"062406CR15","Bongo",2006-06-24,1899-12-31 13:28:00,46.17,-124.33,112,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2007-06-26",30,"June",2007,"062607CR15","Bongo",2007-06-26,1899-12-31 13:49:00,46.17,-124.33,110.7,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.00512167404838257
"CR15_2008-06-27",33,"June",2008,"062708CR15","Bongo",2008-06-27,1899-12-31 13:50:00,46.17,-124.33,105,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.00968358396708569
"CR15_2009-06-28",36,"June",2009,"062809CR15","Bongo",2009-06-28,1899-12-31 12:40:00,46.17,-124.33,109,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2010-06-26",39,"June",2010,"062610CR15","Bongo",2010-06-26,1899-12-31 13:05:00,46.17,-124.33,111,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0110446681375701
"CR15_2011-06-25",42,"June",2011,"062511CR15","Bongo",2011-06-25,1899-12-31 12:54:00,46.17,-124.33,110,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.065059812333433
"CR15_2012-06-26",46,"June",2012,"062612CR15","Bongo",2012-06-26,1899-12-31 14:06:00,46.17,-124.33,108,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.00585840723336506
"CR15_2013-06-25",48,"June",2013,"062513CR15","Bongo",2013-06-25,1899-12-31 13:25:00,46.17,-124.33,113,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0291319069072441
"CR15_2014-06-25",49,"June",2014,"062514CR15","Bongo",2014-06-25,1899-12-31 12:22:00,46.17,-124.33,112,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0706412369886699
"CR15_2015-06-26",52,"June",2015,"062615CR15","Bongo",2015-06-26,1899-12-31 14:43:00,46.17,-124.33,112,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.039952486152665
"CR15_2016-06-27",55,"June",2016,"062716CR15","Bongo",2016-06-27,1899-12-31 13:50:00,46.17,-124.33,107,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.162122425241662
"CR15_2017-06-26",57,"June",2017,"062617CR15","Bongo",2017-06-26,1899-12-31 12:59:00,46.17,-124.33,111,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0225914240893084
"CR15_2018-06-25",60,"June",2018,"062518CR15","Bongo",2018-06-25,1899-12-31 13:18:00,46.17,-124.33,110,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.753308986901917
"CR15_2019-06-25",62,"June",2019,"062519CR15A","Bongo",2019-06-25,1899-12-31 13:44:00,46.17,-124.33,109,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0138209808723988
"CR15_2020-06-25",63,"June",2020,"062520CR15","Bongo",2020-06-25,1899-12-31 13:47:00,46.17,-124.33,107,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.0386403540072002
"CR15_2021-06-25",65,"June",2021,"062521CR15","Bongo",2021-06-25,1899-12-31 12:12:00,46.17,-124.33,110,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.106810897775916
"CR15_2022-06-25",67,"June",2022,"062522CR15","Bongo",2022-06-25,1899-12-31 13:20:00,46.17,-124.33,114,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0
"CR15_2023-06-26",69,"June",2023,"062623CR15","Bongo",2023-06-26,1899-12-31 13:42:00,46.17,-124.33,110,"Columbia River",15,"CR15","CR","D",397.331235315935,5113.79564725087,0.211783585951734
"CR20_1999-06-19",4,"June",1999,"061999CR20","Meter",1999-06-19,1899-12-31 12:43:00,46.17,-124.45,131.6736,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2000-06-20",7,"June",2000,"062000CR20D","Meter",2000-06-20,1899-12-31 19:04:00,46.17,-124.45,132,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.00291425783816575
"CR20_2001-06-28",10,"June",2001,"062801CR20","Bongo",2001-06-28,1899-12-31 14:43:00,46.17,-124.45,131,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2002-06-24",13,"June",2002,"062402CR20","Bongo",2002-06-24,1899-12-31 11:49:00,46.17,-124.45,129,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0176512875500767
"CR20_2003-06-28",16,"June",2003,"062803CR20","Bongo",2003-06-28,1899-12-31 16:21:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0145993759236649
"CR20_2004-06-26",20,"June",2004,"062604CR20","Bongo",2004-06-26,1899-12-31 14:29:00,46.17,-124.45,129,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.00332148993360796
"CR20_2005-06-19",23,"June",2005,"061905CR20","Bongo",2005-06-19,1899-12-31 16:06:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2006-06-24",27,"June",2006,"062406CR20","Bongo",2006-06-24,1899-12-31 15:49:00,46.17,-124.45,132.4,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0057721562385775
"CR20_2007-06-26",30,"June",2007,"062607CR20","Bongo",2007-06-26,1899-12-31 16:00:00,46.17,-124.45,131.2,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.00387296271305071
"CR20_2008-06-27",33,"June",2008,"062708CR20","Bongo",2008-06-27,1899-12-31 16:24:00,46.17,-124.45,132.2,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0690791035955582
"CR20_2009-06-28",36,"June",2009,"062809CR20","Bongo",2009-06-28,1899-12-31 14:41:00,46.17,-124.45,133,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.951362392410977
"CR20_2010-06-26",39,"June",2010,"062610CR20","Bongo",2010-06-26,1899-12-31 15:10:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0
"CR20_2011-06-25",42,"June",2011,"062511CR20","Bongo",2011-06-25,1899-12-31 15:00:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.053505856923358
"CR20_2012-06-26",46,"June",2012,"062612CR20","Bongo",2012-06-26,1899-12-31 16:15:00,46.17,-124.45,136,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0170017996782186
"CR20_2013-06-25",48,"June",2013,"062513CR20","Bongo",2013-06-25,1899-12-31 15:55:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0235544823904995
"CR20_2014-06-25",49,"June",2014,"062514CR20","Bongo",2014-06-25,1899-12-31 14:44:00,46.17,-124.45,132,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.191149008334867
"CR20_2015-06-26",52,"June",2015,"062615CR20","Bongo",2015-06-26,1899-12-31 17:14:00,46.17,-124.45,132,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.373605140095304
"CR20_2016-06-27",55,"June",2016,"062716CR20","Bongo",2016-06-27,1899-12-31 15:58:00,46.17,-124.45,131,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.044772016670672
"CR20_2017-06-26",57,"June",2017,"062617CR20","Bongo",2017-06-26,1899-12-31 15:08:00,46.17,-124.45,133,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0563578142997006
"CR20_2018-06-25",60,"June",2018,"062518CR20","Bongo",2018-06-25,1899-12-31 15:24:00,46.17,-124.45,131,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.109763962836404
"CR20_2019-06-25",62,"June",2019,"062519CR20","Bongo",2019-06-25,1899-12-31 17:10:00,46.17,-124.45,131,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0512042058425321
"CR20_2020-06-25",63,"June",2020,"062520CR20","Bongo",2020-06-25,1899-12-31 15:50:00,46.17,-124.45,133,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0125440461939977
"CR20_2021-06-25",65,"June",2021,"062521CR20","Bongo",2021-06-25,1899-12-31 14:19:00,46.17,-124.45,132,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.437315975876771
"CR20_2022-06-25",67,"June",2022,"062522CR20","Bongo",2022-06-25,1899-12-31 15:37:00,46.17,-124.45,133,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.0668880377216485
"CR20_2023-06-26",69,"June",2023,"062623CR20","Bongo",2023-06-26,1899-12-31 15:51:00,46.17,-124.45,130,"Columbia River",20,"CR20","CR","D",388.067962938355,5113.95779731824,0.450377592951158
"CR25_1999-06-19",4,"June",1999,"061999CR25","Meter",1999-06-19,1899-12-31 14:55:00,46.17,-124.55,149.9616,"Columbia River",25,"CR25","CR","D",380.348584077934,5114.1036201594,0
"CR25_2000-06-21",7,"June",2000,"062100CR25D","Meter",2000-06-21,1899-12-31 10:28:00,46.17,-124.55,152,"Columbia River",25,"CR25","CR","D",380.348584077934,5114.1036201594,0
"CR25_2001-06-28",10,"June",2001,"062801CR25","Bongo",2001-06-28,1899-12-31 16:57:00,46.17,-124.55,154,"Columbia River",25,"CR25","CR","D",380.348584077934,5114.1036201594,0.00634505566993279
"CR25_2002-06-24",13,"June",2002,"062402CR25","Bongo",2002-06-24,1899-12-31 13:55:00,46.17,-124.55,153,"Columbia River",25,"CR25","CR","D",380.348584077934,5114.1036201594,0.0831676574280231
